CrossingID,Submission,ReportBase,ParentRepo,CrossingCl,ReportingA,Reportin_1,RevisionDa,ReasonID,Crossing_1,ReportStat,LastUpdate,Railroad,StateCD,StateName,CntyCD,CountyName,Nearest,CityCD,CityName,Street,BlockNumb,Highway,SepInd,SepRr1,SepRr2,SepRr3,SepRr4,MultFrmsFi,SameInd,SameRr1,SameRr2,SameRr3,SameRr4,RrID,Ttstn,TtstnNam,RrMain,XingOwnr,TypeXing,XPurpose,PosXing,OpenPub,TypeTrnSrv,DevelTypID,XingAdj,XngAdjNo,Whistban,WhistDate,HscoRrid,SfxHscoRri,Latitude,Longitude,LLsource,RrNarr1,RrNarr2,RrNarr3,RrNarr4,StNarr1,StNarr2,StNarr3,StNarr4,RrNarr,StNarr,THRRequest,CCMQzid,OperatingR,Operatin_1,RrDiv,RrSubDiv,Branch,PrfxMilePo,MilePost,SfxMilePos,Lt1PassMov,PassCnt,DayThru,NghtThru,TotalSwt,TotalLtr,Lt1Mov,WeekTrnMov,YearTrnMov,MaxTtSpd,MinSpd,MaxSpd,MainTrk,SidingTrk,YardTrk,TransitTrk,IndustryTr,OthrTrk,OthrTrkDes,SpselIDs,Sgnleqp,EMonitorDv,HealthMoni,NoSigns,XBuck,StopStd,YieldStd,AdvWarn,AdvW10_1,AdvW10_2,AdvW10_3,AdvW10_4,AdvW10_11,AdvW10_12,Low_Grnd,Low_GrndSi,PaveMrkIDs,Channel,Exempt,EnsSign,OthSgn,OthSgn1,OthDes1,OthSgn2,OthDes2,OthSgn3,OthDes3,PrvxSign,Led,Gates,GatePed,GateConf,GateConfTy,FlashOv,FlashNov,CFlashType,FlashPost,FlashPostT,Bkl_FlashP,Sdl_FlashP,FlashPai,AwdIDate,AwhornChk,AwhornlDat,HwyTrafSig,Wigwags,Bells,SpecPro,FlashOth,FlashOthDe,HwynrSig,Intrprmp,PrempType,HwtrfPsig,HwtrfPsigs,HwtrfPsigl,MonitorDev,WdCode,TraficLn,TraflnType,HwyPved,Downst,Illumina,XSurfDate,XSurfWidth,XSurfLengt,XSurfaceID,XSurOthr,HwyNear,HwynDist,XAngle,ComPower,HwySys,HwyClassCD,HwyClassrd,StHwy1,HwySpeed,HwySpeedps,LrsRouteid,LrsMilePos,Aadt,AadtYear,PctTruk,SchlBusChk,SchlBsCnt,HazmtVeh,EmrgncySrv,ReportYear,ReportType
537065E,Full Inventory Record,2403431,348317,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44009,WASHINGTON,1,440090240,WESTERLY,CAROS PRIVATE,,,0,,,,,0,0,,,,,143.66,155188,WESTERLY,,,2,1,1,0,,16,0,,0,,0,,41.38487200000,-71.79090900000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,BOSTON,SHORE LINE,,143.66000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1978,0,2,0,,0,2010,Major
537167X,Full Inventory Record,4308777,4307317,No,2,11831,7/18/2019 12:00:00 AM,14,NNBR,Published,7/18/2019 3:00:00 PM,NNBR,44,RI,44005,NEWPORT,0,440050185,PORTSMOUTH,Bristol Ferry Road,,LR,2,,,,,0,2,,,,,1908,154121,PORTSMOUTH,-1,RDOT,3,1,1,0,,12,2,,0,,-1,,41.63669700000,-71.25233800000,1,,,,,,,,,,,,,NNBR,Primary,NORTHEASTERN,NEW ENGLAND,NEWPORT SEC,,19.08000000000,,0,0,0,0,1,0,2,0,0,25,5,8,1,0,0,0,0,0,,18,2,0,0,2,0,0,0,"1,2,3,4,11,12,0",0,0,0,0,0,0,2,,0,0,2,1,1,1,,1,,2,,0,No,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,2,0,0,0,0,,2,,0,0,,,0,2,2,2,1,2,1,0,9,28,12,,1,110,3,2,8,1,19,2,25,2,,,100,2018,3,2,0,,2,2019,Major
909968V,Full Inventory Record,4243349,3183352,No,4,796,5/16/2019 12:00:00 AM,21,SVTX,Published,5/16/2019 12:48:59 PM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,POST ROAD,,Rte 1,0,,,,,0,0,,,,,,155118,WICKFORD JCT,,,3,1,2,0,,0,0,,0,,0,,41.60270000000,-71.45490000000,0,,,,,,,,,,,,,SVTX,Primary,,,RI PORT,NON,0.00000000000,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,4,2,1,2,0,0,0,0,,,0,0,0,0,3,0,13,0,0,0,,,0,1987,0,2,0,,1,2019,Major
903367R,Full Inventory Record,3164378,2532537,No,2,11831,3/2/2016 12:00:00 AM,14,ATK,Published,3/2/2016 1:42:45 PM,ATK,44,RI,44003,KENT,0,440030055,EAST GREENWICH,CHEPIWANOXET Way,,Local,0,,,,,0,0,,,,,172.77,153140,E GREENWICH,,ATK,3,1,3,0,12,0,0,,0,,0,,41.67427300000,-71.44752500000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST,EAST,SHORE LINE,,172.77000000000,,0,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,2,2,1,2,1,0,0,0,,,0,0,0,0,8,0,19,0,0,0,,,0,1987,0,2,0,,2,2016,Major
537197P,Full Inventory Record,3169107,177251,No,2,11831,3/3/2016 12:00:00 AM,14,RDOT,Published,3/3/2016 2:21:50 PM,RDOT,44,RI,44005,NEWPORT,0,440050150,NEWPORT,VAN ZANDT AVE,,local,0,,,,,0,0,,,,,5597,154150,NEWPORT,,,3,1,2,0,,0,0,,0,,0,,41.49866700000,-71.31812000000,0,,,,,,,,,,,,,RDOT,Primary,NORTHEASTERN,NEW ENGLND DIV,NEWPORT SEC TRK,,29.72000000000,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,2,2,1,2,0,0,0,0,,,0,0,0,0,8,0,18,0,0,0,,,0,1970,0,2,0,,2,2016,Major
970950V,Full Inventory Record,4728135,3460739,No,1,1324,11/5/2020 12:00:00 AM,20,MBTA,Published,11/5/2020 10:58:57 AM,MBTA,44,RI,44007,PROVIDENCE,0,440070180,PAWTUCKET,Pawtucket Layover,,Access Roads,2,,,,,2,2,,,,,,0,Orms,-1,RDOT,2,1,1,2,13,14,2,,0,,15,X,41.85762500000,-71.40635700000,1,,,,,,,,,,,,,MBTA,Primary,Commuter Rail,South Side,Shore Line,,186.50000000000,,2,10,0,0,10,0,2,0,2017,5,0,5,0,0,6,0,0,0,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,0,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,2020,Major
536968M,Full Inventory Record,1358313,883621,Yes,2,11831,1/1/1996 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44003,KENT,1,440030048,COVENTRY,FLAT RIVER ROAD,,RTE#117,2,,,,,0,2,,,,,1484,153132,WASHINGTON,,,3,1,1,0,,13,0,,0,,0,,41.69480100000,-71.57399700000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,WASHINGTON SEC,,14.84000000000,,0,0,0,0,2,0,0,0,0,25,5,8,1,0,0,0,0,0,,18,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,"1,2",0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,2,0,1,0,0,,0,,0,0,,,0,7,2,0,1,2,0,0,0,0,12,,1,75,2,1,3,0,16,1,0,0,,,9200,1988,4,2,0,,0,1996,Major
537066L,Full Inventory Record,2403430,177140,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44009,WASHINGTON,1,440090020,BRADFORD,MAIN ST,,RTE 91,0,,,,,0,0,,,,,14625,155182,BRADFORD,,,3,1,2,0,,0,0,,0,,0,,41.40100500000,-71.74826800000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,146.25000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
536972C,Full Inventory Record,2194184,849429,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44003,KENT,0,440030048,COVENTRY,RAYMOND POINT,,,0,,,,,0,0,,,,,16.65,153132,WASHINGTON,,,2,1,1,0,,17,0,,0,,0,,41.70209900000,-71.60679600000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,WASHINGTON SEC.,,16.65000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1987,0,2,0,,0,2007,Major
537174H,Full Inventory Record,4307326,177232,No,1,796,7/16/2019 12:00:00 AM,21,NNBR,Published,7/16/2019 1:46:00 PM,NNBR,44,RI,44005,NEWPORT,0,440050185,PORTSMOUTH,(WILLOW LANE),,,0,,,,,0,0,,,,,2078,154121,PORTSMOUTH,-1,RDOT,2,1,1,0,,14,0,,0,,0,,41.61590200000,-71.26725800000,0,,,,,,,,,,,,,NNBR,Primary,NORTHEASTERN,NEW ENGLAND,NEWPORT SEC,,20.78000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2019,Major
537190S,Full Inventory Record,4307344,2340489,No,1,796,7/16/2019 12:00:00 AM,21,NNBR,Published,7/16/2019 2:08:00 PM,NNBR,44,RI,44005,NEWPORT,0,440050135,MIDDLETOWN,CROSSING 'K',,,0,,,,,0,0,,,,,5413,154150,NEWPORT,-1,RDOT,2,1,1,0,,14,0,,0,,0,,41.52136600000,-71.31220200000,0,,,,,,,,,,,,,NNBR,Primary,NORTHEASTERN,NEW ENGLND DIV,NEWPORT SEC TRK,,27.88000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2019,Major
861567F,Full Inventory Record,4833506,3965153,No,1,1908,5/14/2021 12:00:00 AM,14,PW,Published,5/14/2021 10:31:42 AM,PW,44,RI,44007,PROVIDENCE,0,440070047,CUMBERLAND,George Washington Highway,,STRI116,2,,,,,2,2,,,,,9.54,151114,ASHTON,-1,-1,3,1,2,0,"11,16",14,2,,0,,-1,,41.93875910000,-71.43302310000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,MAIN,,9.54000000000,,1,0,4,0,0,0,2,0,2021,40,0,40,1,0,0,0,0,0,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,4,2,1,2,0,0,0,0,,,0,0,0,0,3,0,13,0,0,0,,,0,1970,0,2,0,,1,2021,Major
943201V,Full Inventory Record,4979470,4218223,No,1,2272,1/26/2022 12:00:00 AM,14,SVTX,Published,1/26/2022 10:26:39 AM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,ROGER WILLIAMS WAY AT ZARBO,,L,2,,,,,2,2,,,,,,0,,-1,-1,3,1,1,0,11,14,2,,0,,-1,,41.58757900000,-71.41356000000,1,,,,,,,,,,TRACK CURRENTLY OUT OF SERVICE,,,SVTX,Primary,#N\A,#N\A,QUONSET MAIN,,0.00000000000,,2,0,0,0,0,0,1,1,2021,10,0,10,0,0,1,0,0,0,,18,2,1,2,2,4,0,0,2,0,2,0,0,0,0,2,,"1,2",0,2,1,2,0,,0,,0,,0,,0,0,0,0,0,0,0,4,2,2,2,8,92021,2,,2,0,2,0,0,,2,1,0,2,,,0,7,2,2,1,2,2,0,0,0,16,,1,50,2,1,0,0,0,0,0,0,,,0,0,0,2,0,,0,2022,Major
537114Y,Full Inventory Record,4638097,2403399,Yes,2,11831,6/18/2020 12:00:00 AM,14,ATK,Published,6/18/2020 12:04:47 PM,ATK,44,RI,44007,PROVIDENCE,0,440070050,CRANSTON,PARK AVE,,RTE 12,0,,,,,0,0,,,,,18029,151263,BELLEFONTE,,,3,1,2,0,,0,0,,0,,10,,41.78300100000,-71.46140300000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,180.29000000000,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2020,Major
537084J,Full Inventory Record,2403420,177150,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44009,WASHINGTON,1,440090054,EXETER,DRY BRIDGE ROAD,,,0,,,,,0,0,,,,,16350,155118,WICKFORD JCT,,,3,1,2,0,,0,0,,0,,0,,41.54620000000,-71.50879700000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,163.50000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
909970W,Full Inventory Record,4971872,4308844,Yes,1,2272,1/17/2022 12:00:00 AM,16,SVTX,Published,1/17/2022 10:54:43 AM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,Roger Williams Way,,Local,2,,,,,2,2,,,,,NONE,155162,KINGSTON,-1,-1,3,1,1,0,11,14,2,,0,,-1,,41.59232000000,-71.42955900000,1,,,,,,,,,,,,,SVTX,Primary,#N\A,#N\A,toray siding,NON,0.00000000000,,2,0,0,0,2,0,2,10,2019,5,1,5,0,1,0,0,0,1,SIDING,18,2,2,2,1,4,0,0,"1,2,3,4,11,12",2,0,0,0,0,0,2,,"1,2",5,2,1,2,0,,0,,0,,0,No,2,0,0,4,4,0,1,2,1,2,2,6,31989,2,,2,0,1,0,0,,2,1,0,2,,,0,8,4,2,1,2,1,0,16,142,12,,1,75,2,1,3,1,16,1,25,2,,,10000,1987,6,2,0,,2,2022,Major
537123X,Full Inventory Record,3157860,2533608,No,2,11831,2/29/2016 12:00:00 AM,14,ATK,Published,2/29/2016 11:26:14 AM,ATK,44,RI,44007,PROVIDENCE,0,440070190,PROVIDENCE,CRANSTON ST,,Minor Arterial,0,,,,,0,0,,,,,182.60,151240,PROVIDENCE,,ATK,3,1,2,0,12,0,0,,0,,0,,41.80329900000,-71.44030000000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST,EAST,SHORE LINE,,182.60000000000,,0,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,12,0,0,0,,,0,1970,0,2,0,,1,2016,Major
537051W,Full Inventory Record,5054821,5054615,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 1:40:13 PM,PW,44,RI,44007,PROVIDENCE,0,440070260,WOONSOCKET,Olo Street,,LR,2,,,,,2,2,,,,,29.42,151120,151120,-1,-1,3,1,1,0,11,12,2,,0,,-1,,41.99952000000,-71.52300800000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,SLATERSVILLE,,1.62000000000,,2,0,0,0,0,0,1,1,2022,0,0,0,1,0,0,0,0,0,,17,2,2,2,1,3,0,0,"1,2,3,4,11,12,0",0,0,0,0,0,0,1,,0,0,2,1,1,1,,0,,0,,2,No,0,0,0,0,1,0,2,2,2,1,2,6,0,2,,2,0,0,0,0,,2,1,0,0,,,0,7,2,2,1,2,2,0,9,30,16,,1,250,0,1,8,1,19,1,25,1,,,200,2018,4,1,0,,2,2022,Major
943198P,Full Inventory Record,4979465,4218100,No,1,2272,1/26/2022 12:00:00 AM,14,SVTX,Published,1/26/2022 10:14:14 AM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,YARD GATE,,L,2,,,,,2,2,,,,,,0,,-1,-1,2,1,1,2,11,14,2,,0,,-1,,41.58853600000,-71.41775300000,1,,,,,,,,,"ACCESS TO GATE IN FENCE THAT RUNS CLOSE AND PARALLEL TO TRACK, SELDOM, IF EVER, USED","ACCESS TO GATE IN FENCE THAT RUNS CLOSE AND PARALLEL TO TRACK, SELDOM, IF EVER, USED",,,SVTX,Primary,#N\A,#N\A,QUONSET MAIN,,0.00000000000,,2,0,0,0,0,0,1,1,2018,10,0,10,0,0,1,0,0,0,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,2,1,2,0,,0,,0,,2,,0,0,0,0,0,0,0,0,0,2,2,0,-1,2,,2,0,0,1,0,,2,1,0,2,,,0,0,2,2,1,2,2,0,0,0,12,,1,25,3,1,0,0,0,0,0,0,,,0,0,0,2,0,,0,2022,Major
861536G,Full Inventory Record,3158234,296440,No,2,11831,3/1/2016 12:00:00 AM,14,SUB,Published,3/1/2016 11:46:08 AM,SUB,44,RI,44007,PROVIDENCE,0,440070057,EAST PROVIDENCE,WATERMEN AVE,,CITY,0,,,,,0,0,,,,,1.98,151231,E PROVIDENCE,,,3,1,2,0,,0,0,,0,,0,,41.81905400000,-71.38369800000,0,,,,,,,,,,,,,SUB,Primary,,,E PROV 2NDARY,,1.98000000000,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,8,0,19,0,0,0,,,0,1970,0,2,0,,2,2016,Major
856416F,Full Inventory Record,5054923,5054862,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 3:44:54 PM,PW,44,RI,44007,PROVIDENCE,0,440070050,CRANSTON,Park View Blvd,,LS,2,,,,,2,2,,,,,,151263,151263,-1,-1,3,1,1,0,11,12,2,,0,,-1,,41.76781000000,-71.41623900000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,WORCESTER SUB,WARWICK,NON,0.00000000000,,2,0,0,0,0,0,1,1,2022,0,0,0,1,1,0,0,0,0,,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,1,,0,0,2,1,2,0,,0,,0,,0,No,0,0,0,0,0,0,0,0,0,2,2,0,-1,2,,2,0,0,0,0,,2,1,0,0,,,0,3,2,2,1,2,1,0,40,40,12,,1,170,0,1,8,1,19,2,25,2,,,100,2018,0,1,0,,2,2022,Major
856417M,Full Inventory Record,5054827,5054621,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 1:40:34 PM,PW,44,RI,44007,PROVIDENCE,0,440070050,CRANSTON,Mill Street,,LS,2,,,,,2,2,,,,,,151263,151263,-1,-1,3,1,1,0,11,14,2,,0,,-1,,41.76757000000,-71.41254700000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,WORCESTER SUB,WARWICK,NON,0.00000000000,,2,0,0,0,0,0,1,1,2022,0,0,0,1,0,0,0,0,0,,0,2,2,2,2,0,0,0,"1,2,3,4,11,12,0",0,0,0,0,0,0,2,,0,0,2,2,2,0,,0,,0,,2,No,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,2,0,0,0,0,,2,1,0,0,,,0,1,2,2,1,2,1,0,9,50,12,,2,0,0,1,8,1,19,2,25,2,,,50,2018,10,2,0,,2,2022,Major
537170F,Full Inventory Record,4307318,2340498,No,1,796,7/16/2019 12:00:00 AM,21,NNBR,Published,7/16/2019 1:33:00 PM,NNBR,44,RI,44005,NEWPORT,0,440050185,PORTSMOUTH,(WILLOW LANE),,,0,,,,,0,0,,,,,1915,154121,PORTSMOUTH,-1,RDOT,2,1,1,0,,12,0,,0,,0,,41.61590200000,-71.26725800000,0,,,,,,,,,,,,,NNBR,Primary,NORTHEASTERN,NEW ENGLAND,NEWPORT SEC,,19.15000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2019,Major
537102E,Full Inventory Record,2403409,177160,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44003,KENT,0,440030230,WARWICK,MASTHEAD DRIVE,,,0,,,,,0,0,,,,,17371,153111,APPONAUG,,,3,1,3,0,,0,0,,0,,0,,41.65570100000,-71.45040100000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,173.71000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
537079M,Full Inventory Record,869434,821151,Yes,2,11831,12/31/1987 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44009,WASHINGTON,1,440090110,KINGSTON,WOLF ROCKS,,,2,,,,,0,1,CR,,,,160.34,155162,KINGSTON,,,3,1,1,0,,12,0,,0,,0,,41.50360100000,-71.53089900000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,BOSTON,SHORE LINE,,160.34000000000,,0,0,21,10,0,0,0,0,0,79,50,79,2,0,0,0,0,0,,18,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,"1,2",0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,2,0,1,0,0,,0,,0,0,,,0,7,2,0,1,2,0,0,0,0,12,,2,0,3,2,8,1,17,2,0,0,,,100,1987,2,2,0,,0,1987,Major
536971V,Full Inventory Record,2194186,177046,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44003,KENT,0,440030048,COVENTRY,(WHITEHEAD ROAD),,,0,,,,,0,0,,,,,1635,153132,WASHINGTON,,,2,1,1,0,,12,0,,0,,0,,41.70119900000,-71.60220300000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,WASHINGTON SEC,,16.35000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2007,Major
537156K,Full Inventory Record,2403382,177214,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44007,PROVIDENCE,0,440070180,PAWTUCKET,BRANCH ST.,,,0,,,,,0,0,,,,,19055,151240,PROVIDENCE,,,3,1,3,0,,0,0,,0,,0,,41.89279900000,-71.38140100000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,190.55000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
861588Y,Full Inventory Record,5054643,4308832,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 6:42:11 AM,PW,44,RI,44007,PROVIDENCE,0,440070180,PAWTUCKET,Armistice Blvd,,ST 15,2,,,,,2,2,,,,,5.97,151214,151214,-1,-1,3,1,1,0,11,14,2,,0,,-1,,41.88054000000,-71.36488900000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,EAST PROVIDENCE,,2.03000000000,,2,0,2,0,0,0,2,0,2022,10,0,10,1,0,0,0,0,1,SIDETRACK,12,2,2,2,1,3,0,1,"1,2,3,4,11,12,0",0,0,0,0,0,0,1,,1,0,2,1,1,2,,0,,0,,0,No,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,1,0,0,0,0,,2,1,0,0,,,0,6,4,2,1,2,1,0,20,145,16,,2,0,0,1,3,1,16,1,25,1,,,12100,2018,4,1,0,,1,2022,Major
