CrossingID,Submission,ReportBase,ParentRepo,CrossingCl,ReportingA,Reportin_1,RevisionDa,ReasonID,Crossing_1,ReportStat,LastUpdate,Railroad,StateCD,StateName,CntyCD,CountyName,Nearest,CityCD,CityName,Street,BlockNumb,Highway,SepInd,SepRr1,SepRr2,SepRr3,SepRr4,MultFrmsFi,SameInd,SameRr1,SameRr2,SameRr3,SameRr4,RrID,Ttstn,TtstnNam,RrMain,XingOwnr,TypeXing,XPurpose,PosXing,OpenPub,TypeTrnSrv,DevelTypID,XingAdj,XngAdjNo,Whistban,WhistDate,HscoRrid,SfxHscoRri,Latitude,Longitude,LLsource,RrNarr1,RrNarr2,RrNarr3,RrNarr4,StNarr1,StNarr2,StNarr3,StNarr4,RrNarr,StNarr,THRRequest,CCMQzid,OperatingR,Operatin_1,RrDiv,RrSubDiv,Branch,PrfxMilePo,MilePost,SfxMilePos,Lt1PassMov,PassCnt,DayThru,NghtThru,TotalSwt,TotalLtr,Lt1Mov,WeekTrnMov,YearTrnMov,MaxTtSpd,MinSpd,MaxSpd,MainTrk,SidingTrk,YardTrk,TransitTrk,IndustryTr,OthrTrk,OthrTrkDes,SpselIDs,Sgnleqp,EMonitorDv,HealthMoni,NoSigns,XBuck,StopStd,YieldStd,AdvWarn,AdvW10_1,AdvW10_2,AdvW10_3,AdvW10_4,AdvW10_11,AdvW10_12,Low_Grnd,Low_GrndSi,PaveMrkIDs,Channel,Exempt,EnsSign,OthSgn,OthSgn1,OthDes1,OthSgn2,OthDes2,OthSgn3,OthDes3,PrvxSign,Led,Gates,GatePed,GateConf,GateConfTy,FlashOv,FlashNov,CFlashType,FlashPost,FlashPostT,Bkl_FlashP,Sdl_FlashP,FlashPai,AwdIDate,AwhornChk,AwhornlDat,HwyTrafSig,Wigwags,Bells,SpecPro,FlashOth,FlashOthDe,HwynrSig,Intrprmp,PrempType,HwtrfPsig,HwtrfPsigs,HwtrfPsigl,MonitorDev,WdCode,TraficLn,TraflnType,HwyPved,Downst,Illumina,XSurfDate,XSurfWidth,XSurfLengt,XSurfaceID,XSurOthr,HwyNear,HwynDist,XAngle,ComPower,HwySys,HwyClassCD,HwyClassrd,StHwy1,HwySpeed,HwySpeedps,LrsRouteid,LrsMilePos,Aadt,AadtYear,PctTruk,SchlBusChk,SchlBsCnt,HazmtVeh,EmrgncySrv,ReportYear,ReportType
537117U,Full Inventory Record,2403396,177174,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44007,PROVIDENCE,0,440070050,CRANSTON,ROUTEI-95 ON RAMP,,RTE I95,0,,,,,0,0,,,,,18071,151263,BELLEFONTE,,,3,1,2,0,,0,0,,0,,0,,41.82674400000,-71.41536700000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,NEWENGLANDDIV,SHORE LINE,,180.71000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
537052D,Full Inventory Record,2194232,177128,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,1,440070260,WOONSOCKET,MASON STREET,,,0,,,,,0,0,,,,,2957,151120,WOONSOCKETRIV,,,3,1,3,0,,0,0,,0,,0,,41.99770000000,-71.52529900000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,SLATERSVILLE SE,,0.57000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2007,Major
981076M,Full Inventory Record,5091869,5091863,No,1,2272,10/24/2022 12:00:00 AM,14,SVTX,Published,10/24/2022 3:30:06 PM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,International dr north,,local,2,,,,,2,1,PW,MBAX,,,,0,Davisville,-1,-1,2,1,1,1,11,13,2,,0,,-1,,41.60993700000,-71.47611600000,1,,,,,,,,,,,,,SVTX,Primary,#N\A,#N\A,#N\A,,0.00000000000,,2,0,2,2,2,0,2,0,2022,10,5,10,1,0,0,0,0,0,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,0,5,2,1,0,0,,0,,0,,2,0,0,0,0,0,0,0,0,0,0,2,2,0,-1,2,,2,0,0,0,0,0,2,1,0,2,0,,0,0,2,2,1,2,2,52022,9,50,12,,2,0,2,1,8,0,0,2,5,0,,,0,0,0,0,0,,0,2022,Major
536931X,Full Inventory Record,2194154,177007,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,0,440070050,CRANSTON,ROUTE #37,,,0,,,,,0,0,,,,,7.64,151269,SOCKANOSSET,,,3,1,2,0,,0,0,,0,,0,,41.78400000000,-71.42189800000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEWENGLAND(E),PONTIAC SEC TRK,,2.53000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2007,Major
537017P,Full Inventory Record,2403436,177093,Yes,2,11831,8/23/2010 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,0,440070057,EAST PROVIDENCE,GEO.HENDERSON BR.,,,0,,,,,0,0,,,,,665,151231,E PROVIDENCE,,,3,1,2,0,,0,0,,0,,0,,41.78870000000,-71.45383500000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,EAST JCT SEC,,6.65000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
537071H,Full Inventory Record,2403426,348482,Yes,2,11831,8/23/2010 12:00:00 AM,16,ATK,Published,3/7/2015 1:12:19 PM,ATK,44,RI,44009,WASHINGTON,1,440090034,"CAROLINA, CHARLESTOWN",PRIVATE XING,,,0,,,,,0,0,,,,,153.17,155188,WESTERLY,,,2,1,1,0,,12,0,,0,,0,,41.45025300000,-71.65033700000,0,,,,,,,,,,,,,ATK,Primary,NORTHEAST CORR,BOSTON,SHORE LINE,,153.17000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1978,0,2,0,,0,2010,Major
861547U,Full Inventory Record,5078924,4308816,No,1,1548,9/30/2022 12:00:00 AM,14,PW,Published,9/30/2022 3:02:29 PM,PW,44,RI,44007,PROVIDENCE,0,440070180,PAWTUCKET,Cottage Street,,LS,2,,,,,2,2,,,,,161,151214,151214,PW,PW,3,1,1,0,11,13,2,,0,,-1,,41.88630000000,-71.36763000000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,EAST PROVIDENCE,,1.61000000000,,2,0,2,0,0,0,2,0,2022,10,0,10,1,0,0,0,0,1,YARD,12,2,2,2,1,2,0,0,1,1,0,0,0,0,0,2,,"1,2",0,2,1,2,0,,0,,0,,0,No,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,1,0,0,0,0,,1,2,1,0,,,0,6,2,2,1,2,1,0,9,100,16,,1,250,3,1,3,1,16,2,25,1,,,8300,2018,4,1,0,,1,2022,Major
943180E,Full Inventory Record,4216031,2560646,No,1,2272,5/7/2019 12:00:00 AM,14,SVTX,Published,5/7/2019 7:52:00 AM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,BAILEY ROAD,,L,2,,,,,2,2,,,,,,0,,-1,-1,2,1,3,1,11,13,2,,0,,-1,,41.60940600000,-71.42996200000,1,,,,,,,,,VERY LIGHT ROAD TRAFFIC.,VERY LIGHT ROAD TRAFFIC. NO RAIL TRAFFIC IN 3 YEARS,,,SVTX,Primary,#N\A,#N\A,ARROW GAS LEAD,,0.00000000000,,2,0,0,0,0,0,1,3,2018,10,3,10,0,0,0,0,1,0,,,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,2,2,2,0,,0,,0,,2,,0,0,0,0,0,0,0,0,0,2,2,0,-1,2,,2,0,0,1,0,,2,1,0,2,,,0,0,2,0,1,2,2,0,0,0,12,,2,0,2,2,0,0,0,0,0,0,,,0,0,0,2,0,,0,2019,Major
845371V,Full Inventory Record,4243357,2403444,Yes,4,796,5/16/2019 12:00:00 AM,16,SVTX,Published,5/16/2019 12:48:59 PM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,2ND ST,,,2,,,,,0,2,,,,,,999999,,,,3,1,1,0,,14,0,,0,,0,,41.58350000000,-71.47862900000,0,,,,,,,,,,,,,SVTX,Primary,,,,NON,0.00000000000,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,2,0,1,2,0,0,0,0,12,,1,75,3,2,8,1,13,1,0,0,,,10000,1970,6,2,0,,0,2019,Major
537054S,Full Inventory Record,5078930,4308770,Yes,1,1908,9/30/2022 12:00:00 AM,14,PW,Published,9/30/2022 3:21:14 PM,PW,44,RI,44007,PROVIDENCE,0,440070159,NORTH SMITHFIELD,Heroux Drive,,LR,2,,,,,2,2,,,,,3043,151120,151120,PW,PW,3,1,1,0,11,12,2,,0,,-1,,41.99394000000,-71.53830000000,1,,,,,,,,,,,,,PW,Primary,northern,MAIN LINE,SLATERSVILLE,,2.56000000000,,2,0,0,0,0,0,1,1,2022,0,0,0,1,0,0,0,0,0,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,2,2,2,0,,0,,0,,0,No,0,0,0,0,0,0,0,0,0,2,2,0,-1,2,,2,0,0,0,0,,2,1,0,0,,,0,1,2,2,1,2,2,0,12,20,12,,1,208,3,2,8,1,19,2,25,2,,,10,2018,0,2,0,,2,2022,Major
861543S,Full Inventory Record,5054628,4308813,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 6:41:24 AM,PW,44,RI,44007,PROVIDENCE,0,440070180,PAWTUCKET,Beverage Hill Avenue,,SR,2,,,,,2,2,,,,,4.41,151235,151235,-1,-1,3,1,1,0,11,13,2,,0,,-1,,41.86076000000,-71.36388800000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,EAST PROVIDENCE,,3.40000000000,,2,0,2,0,0,0,2,0,2022,10,0,10,1,0,0,0,0,0,,17,2,2,2,1,2,0,0,"1,2,3,4,11,12,0",0,0,0,0,0,0,1,,"1,2",0,2,1,1,1,,0,,0,,0,No,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,1,0,0,0,0,,2,1,0,0,,,0,6,2,2,1,2,1,0,9,56,12,,1,110,0,1,3,1,16,2,25,1,,,7900,2018,3,1,0,,1,2022,Major
536994C,Full Inventory Record,2194216,1358315,No,2,11831,5/3/2007 12:00:00 AM,14,RDOT,Published,3/7/2015 1:12:19 PM,RDOT,44,RI,44001,BRISTOL,0,440010013,BARRINGTON,WASHINGTON ROAD,,,2,,,,,0,2,,,,,790,152119,W BARRINGTON,,,0,2,1,0,,12,0,,0,,0,,41.74399900000,-71.34149900000,0,,,,,,,,,,,,,RDOT,Primary,NORTHEASTERN,NEWENGLAND DIV,BRISTOL SEC TRK,,7.90000000000,,0,0,1,0,0,0,0,0,0,8,5,8,1,0,0,0,0,0,,18,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,5,2,0,1,2,0,0,0,0,12,,2,0,3,1,3,1,17,1,0,0,,,5900,1970,2,2,0,,0,2007,Major
925076M,Full Inventory Record,4573816,4307422,No,1,11943,2/21/2020 12:00:00 AM,14,NNBR,Published,2/21/2020 8:22:00 AM,NNBR,44,RI,44005,NEWPORT,0,440050185,PORTSMOUTH,Weaver Cove,,Rural,2,,,,,2,2,,,,,,154127,MELLVILLE,-1,-1,2,1,1,1,16,17,2,,0,,-1,,41.57609800000,-71.28471200000,1,,,,,,,,,,,,,NNBR,Primary,#N\A,#N\A,NEWPORT SECONDA,,23.68000000000,,2,2,0,0,0,0,1,4,2019,10,5,10,1,0,0,0,0,0,,18,2,2,2,1,2,0,0,1,2,0,0,0,0,0,2,,0,0,2,1,2,0,,0,,0,,1,,0,0,0,0,0,0,0,2,1,2,2,4,-1,2,,2,0,1,0,0,,2,1,0,0,,,0,0,2,2,1,2,2,0,0,0,12,,1,250,3,1,0,0,0,0,0,0,,,0,0,0,2,0,,0,2020,Major
861539C,Full Inventory Record,4934195,4047708,No,1,1908,10/20/2021 12:00:00 AM,14,PW,Published,10/20/2021 10:14:36 AM,PW,44,RI,44007,PROVIDENCE,0,440070057,EAST PROVIDENCE,BV SEWER,,PAVED,2,,,,,2,2,,,,,3.90,151235,151235,PW,PW,2,1,1,1,11,14,2,,0,,-1,,41.85103100000,-71.36528900000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,EAST PROVIDENCE,,4.11000000000,,2,0,2,0,0,0,2,0,2021,10,0,10,1,0,0,0,0,0,,"17,18",2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,,0,5,2,1,2,0,,0,,0,,1,,0,0,0,0,0,0,0,3,1,1,1,5,-1,2,,2,0,1,0,0,,2,1,0,0,,,0,0,2,2,1,2,2,0,9,25,11,,1,100,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2021,Major
537036U,Full Inventory Record,5055085,5055084,No,1,1908,6/22/2022 12:00:00 AM,24,PW,Published,6/22/2022 7:09:50 AM,PW,44,RI,44007,PROVIDENCE,0,440070190,PROVIDENCE,Allens Avenue Public,,RTE 1-A,2,,,,,2,2,,,,,281,151249,S PROVIDENCE,-1,-1,3,1,1,0,11,13,2,,0,,-1,,41.80821000000,-71.40367500000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,NEW ENGLAND,HARBOR JCT IND,,2.81000000000,,2,0,0,0,0,0,1,0,2022,0,0,0,1,0,0,0,0,0,,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,2,2,2,0,,0,,0,,0,No,0,0,0,0,0,0,0,0,0,2,2,0,-1,2,,2,0,0,0,0,,2,1,0,0,,,0,1,4,0,1,1,1,0,0,0,12,,1,75,0,1,3,1,16,1,35,1,,,3300,1988,4,2,0,,0,2022,Major
537048N,Full Inventory Record,5054920,5054914,No,1,1908,6/21/2022 12:00:00 AM,24,PW,Published,6/21/2022 3:40:42 PM,PW,44,RI,44007,PROVIDENCE,0,440070260,WOONSOCKET,Railroad Street,,ST 122,2,,,,,2,2,,,,,2899,151120,151120,-1,-1,3,1,1,0,11,13,2,,0,,-1,,42.00464000000,-71.51817900000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,SLATERSVILLE,,1.18000000000,,2,0,0,0,0,0,1,0,2022,0,0,0,1,0,0,0,0,0,,17,2,1,1,1,4,0,0,1,1,0,0,0,0,0,1,,"1,2",0,2,2,1,0,,0,,0,,0,No,2,0,1,4,1,0,2,2,2,1,2,7,-1,2,,2,0,1,0,0,,2,1,0,0,,,0,8,2,2,1,2,2,0,9,45,16,,1,155,0,1,3,1,16,2,25,1,,,11900,2014,4,1,0,,2,2022,Major
537049V,Full Inventory Record,5054820,5054614,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 1:40:10 PM,PW,44,RI,44007,PROVIDENCE,0,440070260,WOONSOCKET,River Street,,ST 122,2,,,,,2,2,,,,,2909,151120,151120,-1,-1,3,1,1,0,11,13,2,,0,,-1,,42.00322000000,-71.51926500000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,SLATERSVILLE,,1.30000000000,,2,0,0,0,0,0,1,1,2022,0,0,0,1,0,0,0,0,0,,17,2,1,1,1,5,0,0,"1,2,3,4,11,12,0",0,0,0,0,0,0,1,,0,0,2,1,2,0,,0,,0,,2,No,2,0,1,4,2,0,2,3,2,1,1,8,0,2,,2,0,1,0,0,,2,1,0,0,,,0,8,2,2,1,2,2,0,9,52,16,,1,25,0,1,3,1,17,1,25,1,,,6100,2018,4,1,0,,2,2022,Major
856415Y,Full Inventory Record,2403438,102626,Yes,2,11831,8/23/2010 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44007,PROVIDENCE,1,440070050,CRANSTON,FARM CROSSING,,,0,,,,,0,0,,,,,,151263,BELLEFONTE,,,2,1,1,0,,16,0,,0,,0,,41.76871200000,-71.40950000000,0,,,,,,,,,,,,,PW,Primary,,,WARWICK,NON,0.00000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1970,0,2,0,,0,2010,Major
981078B,Full Inventory Record,5091866,5091866,No,1,2272,10/24/2022 12:00:00 AM,15,SVTX,Published,10/24/2022 3:22:06 PM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,NE WAste back crossing,,local,2,,,,,2,1,PW,MBTA,,,,0,Davisville,-1,-1,2,1,1,2,11,13,2,,0,,-1,,41.60823100000,-71.47348000000,1,,,,,,,,,,,,,SVTX,Primary,#N\A,#N\A,#N\A,,0.00000000000,,2,0,2,2,2,0,2,0,2022,10,5,10,1,0,3,0,0,0,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,0,5,2,1,2,0,,0,,0,,2,0,0,0,0,0,0,0,0,0,0,2,2,0,-1,2,,2,0,0,0,0,0,2,1,0,2,0,,0,0,1,2,1,2,2,0,0,0,"12,18",,2,0,3,2,0,0,0,0,0,0,,,0,0,0,0,0,,0,2022,Major
537030D,Full Inventory Record,5055073,5055072,No,1,1908,6/22/2022 12:00:00 AM,24,PW,Published,6/22/2022 6:22:11 AM,PW,44,RI,44007,PROVIDENCE,0,440070190,PROVIDENCE,Allens Avenue Mutual,,RTE 1-A,2,,,,,2,2,,,,,256,151249,S PROVIDENCE,-1,-1,3,1,1,0,11,13,2,,0,,-1,,41.80461000000,-71.40209400000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,NEW ENGLAND,HARBOR JCT IND,,2.56000000000,,2,0,0,0,0,0,1,0,2022,0,0,0,1,1,0,0,0,1,SIDETRACK,14,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,,0,0,2,2,2,0,,0,,0,,0,No,0,0,0,0,0,0,0,0,0,2,2,0,-1,2,,2,0,0,0,0,,2,1,0,0,,,0,1,4,0,1,1,1,0,0,0,12,,1,75,0,1,3,1,19,1,35,1,,,50,1988,25,2,0,,0,2022,Major
536969U,Full Inventory Record,2194188,849430,Yes,2,11831,5/3/2007 12:00:00 AM,16,PW,Published,3/7/2015 1:12:19 PM,PW,44,RI,44003,KENT,0,440030048,COVENTRY,INDUSTRIAL DRIVE,,,0,,,,,0,0,,,,,15.49,153132,WASHINGTON,,,2,1,1,0,,14,0,,0,,0,,41.69910000000,-71.59200300000,0,,,,,,,,,,,,,PW,Primary,NORTHEASTERN,NEW ENGLAND,WASHINGTON SEC.,,15.64000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,,0,,0,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,1987,0,2,0,,0,2007,Major
861589F,Full Inventory Record,5054644,4308833,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 6:42:14 AM,PW,44,RI,44007,PROVIDENCE,0,440070180,PAWTUCKET,Coyle Avenue,,LS,2,,,,,2,2,,,,,6.78,151214,151214,-1,-1,3,1,1,0,11,13,2,,0,,-1,,41.89113000000,-71.37113400000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,EAST PROVIDENCE,,1.24000000000,,2,0,2,0,0,0,2,0,2022,10,0,10,1,0,0,0,0,0,,12,2,2,2,1,2,2,0,"1,2,3,4,11,12,0",0,0,0,0,0,0,1,,"1,2",0,2,1,2,0,,0,,0,,0,No,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,1,0,0,0,0,,2,1,0,0,,,0,6,2,2,1,2,1,0,9,58,16,,1,245,0,1,8,1,19,2,25,1,,,300,2018,3,1,0,,2,2022,Major
866985N,Full Inventory Record,5054648,4308838,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 6:42:27 AM,PW,44,RI,44007,PROVIDENCE,0,440070180,PAWTUCKET,Mineral Spring Avenue,,ST 15,2,,,,,2,2,,,,,866 985 N,999999,999999,-1,-1,3,1,1,0,11,13,2,,0,,-1,,41.87329000000,-71.40554000000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MOSHASSUCK,MOSHASSUCK,NON,0.43000000000,,2,0,2,0,0,0,2,0,2022,10,0,10,1,0,0,0,0,0,,17,2,2,2,1,4,0,0,"1,2,3,4,11,12,0",0,0,0,0,0,0,1,,"1,2",0,2,1,2,0,,0,,0,,0,No,2,0,1,4,1,0,2,2,2,1,2,6,0,2,,2,0,1,0,0,NOLEFTTURN,1,,0,0,,,0,8,2,2,1,2,1,0,9,54,12,,1,453,0,1,2,1,13,2,25,1,,,15200,2018,3,1,0,,1,2022,Major
861560H,Full Inventory Record,4833504,3965151,No,1,1908,5/14/2021 12:00:00 AM,14,PW,Published,5/14/2021 10:31:37 AM,PW,44,RI,44007,PROVIDENCE,0,440070051,CUMBERLAND HILL,BROAD ST,,ST 114,2,,,,,2,2,,,,,6.65,151119,VALLEY FALLS,-1,-1,3,1,2,0,"11,16",12,2,,0,,-1,,41.91038810000,-71.39506910000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,MAIN,,6.65000000000,,1,0,4,0,0,0,2,0,2021,10,0,10,1,0,0,0,0,0,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,2,2,1,0,0,0,0,0,,,0,0,0,0,8,0,16,0,0,0,,,0,1970,0,2,0,,1,2021,Major
537013M,Full Inventory Record,4833472,3965118,No,1,1908,5/14/2021 12:00:00 AM,14,PW,Published,5/14/2021 12:27:16 PM,PW,44,RI,44007,PROVIDENCE,0,440070057,EAST PROVIDENCE,GREENWOOD AVE,,Urban Collector,2,,,,,2,2,,,,,539,151239,RUMFORD,-1,-1,3,1,2,0,11,14,2,,0,,-1,,41.84082310000,-71.35546710000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,EAST PROVIDENCE,,6.23000000000,,2,0,2,0,0,0,2,0,2021,10,0,10,1,0,0,0,0,0,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,0,17,0,0,0,,,0,1970,0,2,0,,2,2021,Major
980416T,Full Inventory Record,4995331,4995330,No,1,2272,2/28/2022 12:00:00 AM,22,SVTX,Published,2/28/2022 10:57:03 AM,SVTX,44,RI,44009,WASHINGTON,0,440090155,NORTH KINGSTOWN,EB PATHWAY WEST,,L,2,,,,,2,2,,,,,,0,,-1,-1,3,2,1,0,11,13,2,,0,,-1,,41.59144860000,-71.42545350000,1,,,,,,,,,,,,,SVTX,Primary,#N\A,#N\A,QUONSET MAIN,00,0.00000000000,00,2,0,0,0,2,0,2,0,2021,10,5,10,0,0,1,0,0,0,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,0,5,2,1,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,-1,0,,2,0,0,0,0,,2,1,0,2,0,,0,1,1,1,2,2,2,0,0,0,12,,2,0,3,1,0,0,0,0,0,0,,,0,0,0,0,0,,0,2022,Major
861570N,Full Inventory Record,5054641,4308828,No,1,1908,6/21/2022 12:00:00 AM,14,PW,Published,6/21/2022 6:42:04 AM,PW,44,RI,44007,PROVIDENCE,0,440070112,LINCOLN,School Street,,SR,2,,,,,2,2,,,,,11.00,151114,151114,-1,-1,3,1,1,0,"11,16",17,2,,0,,-1,,41.95277000000,-71.45285700000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,MAIN,,11.00000000000,,2,0,4,0,0,0,2,0,2022,40,0,40,1,0,0,0,0,0,,11,2,1,2,1,4,0,0,"1,2,3,4,11,12",1,0,0,0,0,0,1,,1,0,2,1,1,1,,0,,0,,2,No,2,1,1,4,2,0,2,2,2,1,2,9,0,2,,2,0,1,0,0,,2,1,0,0,,,0,8,2,2,1,2,1,0,9,36,16,,2,0,0,2,3,1,17,2,20,1,,,2800,2018,2,1,0,,1,2022,Major
909971D,Full Inventory Record,4934279,4047630,No,1,1908,10/20/2021 12:00:00 AM,14,PW,Published,10/20/2021 2:35:23 PM,PW,44,RI,44007,PROVIDENCE,0,440070260,WOONSOCKET,HARRIS AVENUE,,RTe 122,2,,,,,2,2,,,,,,151120,WOONSOCKETRIV,-1,-1,3,1,2,0,11,12,2,,0,,-1,,42.00484610000,-71.51901310000,1,,,,,,,,,,,,,PW,Primary,NORTHERN,MAIN LINE,SLATERSVILLE,NON,0.00000000000,,2,0,0,0,0,0,1,1,2021,0,0,0,1,0,0,0,0,0,,,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,2,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2,0,0,0,0,,0,,0,0,,,0,0,2,2,1,2,1,0,0,0,,,0,0,0,0,8,0,17,0,0,0,,,0,1987,0,2,0,,2,2021,Major
